at,2020-06-25,0,41
at,2020-06-26,0,28
at,2020-06-27,0,45
at,2020-06-28,0,58
at,2020-06-29,0,74
at,2020-06-30,0,69
at,2020-07-01,0,43
at,2020-07-02,0,107
at,2020-07-03,0,68
at,2020-07-04,0,109
at,2020-07-05,0,115
at,2020-07-06,0,115
at,2020-07-07,0,85
at,2020-07-08,1,56
at,2020-07-09,7,92
at,2020-07-10,7,102
at,2020-07-11,6,94
at,2020-07-12,10,74
at,2020-07-13,15,114
at,2020-07-14,12,51
at,2020-07-15,18,73
at,2020-07-16,21,133
at,2020-07-17,5,116
at,2020-07-18,11,169
at,2020-07-19,11,134
at,2020-07-20,13,82
at,2020-07-21,11,88
at,2020-07-22,10,84
at,2020-07-23,7,102
at,2020-07-24,8,170
at,2020-07-25,9,115
at,2020-07-26,19,124
at,2020-07-27,17,134
at,2020-07-28,0,86
at,2020-07-29,1,119
at,2020-07-30,11,173
at,2020-07-31,8,105
at,2020-08-01,9,175
at,2020-08-02,8,82
at,2020-08-03,6,92
at,2020-08-04,7,81
at,2020-08-05,9,96
at,2020-08-06,12,85
at,2020-08-07,9,130
at,2020-08-08,11,141
at,2020-08-09,16,82
at,2020-08-10,12,114
at,2020-08-11,11,73
at,2020-08-12,13,139
at,2020-08-13,12,194
at,2020-08-14,10,155
at,2020-08-15,13,282
at,2020-08-16,14,303
at,2020-08-17,14,191
at,2020-08-18,16,164
at,2020-08-19,8,295
at,2020-08-20,7,255
at,2020-08-21,8,347
at,2020-08-22,12,331
at,2020-08-23,9,300
at,2020-08-24,14,191
at,2020-08-25,13,242
at,2020-08-26,9,211
at,2020-08-27,14,327
at,2020-08-28,14,328
at,2020-08-29,11,229
at,2020-08-30,9,395
at,2020-08-31,13,181
at,2020-09-01,20,272
at,2020-09-02,19,204
at,2020-09-03,24,327
at,2020-09-04,23,403
at,2020-09-05,15,357
at,2020-09-06,15,358
at,2020-09-07,21,184
at,2020-09-08,19,290
at,2020-09-09,25,520
at,2020-09-10,26,502
at,2020-09-11,27,664
at,2020-09-12,0,580
at,2020-09-13,0,869
at,2020-09-14,1,463
at,2020-09-15,0,382
at,2020-09-16,1,764
at,2020-09-17,0,0
ca,2020-06-25,0,320
ca,2020-06-26,0,376
ca,2020-06-27,0,166
ca,2020-06-28,0,249
ca,2020-06-29,0,315
ca,2020-06-30,0,637
ca,2020-07-01,0,267
ca,2020-07-02,0,191
ca,2020-07-03,0,355
ca,2020-07-04,0,319
ca,2020-07-05,0,223
ca,2020-07-06,0,209
ca,2020-07-07,0,421
ca,2020-07-08,0,208
ca,2020-07-09,0,311
ca,2020-07-10,0,322
ca,2020-07-11,0,328
ca,2020-07-12,0,166
ca,2020-07-13,0,575
ca,2020-07-14,0,246
ca,2020-07-15,0,366
ca,2020-07-16,0,343
ca,2020-07-17,0,451
ca,2020-07-18,0,415
ca,2020-07-19,0,316
ca,2020-07-20,0,293
ca,2020-07-21,0,770
ca,2020-07-22,0,535
ca,2020-07-23,0,317
ca,2020-07-24,0,608
ca,2020-07-25,0,717
ca,2020-07-26,0,355
ca,2020-07-27,0,319
ca,2020-07-28,0,682
ca,2020-07-29,0,400
ca,2020-07-30,0,486
ca,2020-07-31,0,320
ca,2020-08-01,0,604
ca,2020-08-02,0,242
ca,2020-08-03,0,245
ca,2020-08-04,0,205
ca,2020-08-05,0,686
ca,2020-08-06,0,374
ca,2020-08-07,0,354
ca,2020-08-08,0,516
ca,2020-08-09,0,245
ca,2020-08-10,0,219
ca,2020-08-11,0,686
ca,2020-08-12,0,349
ca,2020-08-13,0,314
ca,2020-08-14,0,477
ca,2020-08-15,0,425
ca,2020-08-16,0,220
ca,2020-08-17,0,179
ca,2020-08-18,0,214
ca,2020-08-19,19,866
ca,2020-08-20,16,324
ca,2020-08-21,15,217
ca,2020-08-22,15,694
ca,2020-08-23,13,241
ca,2020-08-24,18,257
ca,2020-08-25,16,777
ca,2020-08-26,18,309
ca,2020-08-27,22,477
ca,2020-08-28,18,456
ca,2020-08-29,20,506
ca,2020-08-30,19,297
ca,2020-08-31,20,249
ca,2020-09-01,21,1030
ca,2020-09-02,20,504
ca,2020-09-03,27,519
ca,2020-09-04,24,586
ca,2020-09-05,30,614
ca,2020-09-06,36,370
ca,2020-09-07,31,379
ca,2020-09-08,31,405
ca,2020-09-09,39,1462
ca,2020-09-10,44,378
ca,2020-09-11,43,821
ca,2020-09-12,43,720
ca,2020-09-13,44,488
ca,2020-09-14,55,476
ca,2020-09-15,66,1458
ca,2020-09-16,0,802
ca,2020-09-17,0,0
ch,2020-06-25,0,44
ch,2020-06-26,0,52
ch,2020-06-27,0,58
ch,2020-06-28,0,70
ch,2020-06-29,0,62
ch,2020-06-30,0,35
ch,2020-07-01,0,63
ch,2020-07-02,10,138
ch,2020-07-03,10,117
ch,2020-07-04,10,134
ch,2020-07-05,10,97
ch,2020-07-06,10,71
ch,2020-07-07,10,47
ch,2020-07-08,10,54
ch,2020-07-09,10,130
ch,2020-07-10,10,88
ch,2020-07-11,10,106
ch,2020-07-12,10,129
ch,2020-07-13,0,66
ch,2020-07-14,10,63
ch,2020-07-15,30,70
ch,2020-07-16,0,131
ch,2020-07-17,2,144
ch,2020-07-18,6,92
ch,2020-07-19,2,112
ch,2020-07-20,21,99
ch,2020-07-21,16,44
ch,2020-07-22,16,108
ch,2020-07-23,17,141
ch,2020-07-24,10,117
ch,2020-07-25,6,155
ch,2020-07-26,13,148
ch,2020-07-27,20,110
ch,2020-07-28,21,66
ch,2020-07-29,21,132
ch,2020-07-30,22,193
ch,2020-07-31,24,221
ch,2020-08-01,15,211
ch,2020-08-02,12,183
ch,2020-08-03,30,138
ch,2020-08-04,28,66
ch,2020-08-05,20,130
ch,2020-08-06,22,181
ch,2020-08-07,20,182
ch,2020-08-08,18,162
ch,2020-08-09,25,183
ch,2020-08-10,38,158
ch,2020-08-11,44,105
ch,2020-08-12,49,188
ch,2020-08-13,46,274
ch,2020-08-14,36,237
ch,2020-08-15,22,271
ch,2020-08-16,28,253
ch,2020-08-17,41,200
ch,2020-08-18,55,129
ch,2020-08-19,44,198
ch,2020-08-20,36,312
ch,2020-08-21,31,266
ch,2020-08-22,25,306
ch,2020-08-23,46,296
ch,2020-08-24,38,276
ch,2020-08-25,38,157
ch,2020-08-26,85,202
ch,2020-08-27,92,383
ch,2020-08-28,0,361
ch,2020-08-29,1,340
ch,2020-08-30,44,377
ch,2020-08-31,0,292
ch,2020-09-01,1,163
ch,2020-09-02,96,216
ch,2020-09-03,94,370
ch,2020-09-04,111,364
ch,2020-09-05,83,405
ch,2020-09-06,72,425
ch,2020-09-07,115,444
ch,2020-09-08,102,191
ch,2020-09-09,79,246
ch,2020-09-10,0,469
ch,2020-09-11,1,405
ch,2020-09-12,85,528
ch,2020-09-13,88,465
ch,2020-09-14,69,475
ch,2020-09-15,97,258
ch,2020-09-16,0,315
ch,2020-09-17,0,0
de,2020-06-25,0,391
de,2020-06-26,0,500
de,2020-06-27,0,665
de,2020-06-28,0,422
de,2020-06-29,0,235
de,2020-06-30,0,349
de,2020-07-01,17,376
de,2020-07-02,8,475
de,2020-07-03,5,477
de,2020-07-04,3,410
de,2020-07-05,9,418
de,2020-07-06,11,325
de,2020-07-07,6,541
de,2020-07-08,11,279
de,2020-07-09,23,356
de,2020-07-10,16,302
de,2020-07-11,4,331
de,2020-07-12,7,377
de,2020-07-13,16,210
de,2020-07-14,18,261
de,2020-07-15,21,276
de,2020-07-16,20,434
de,2020-07-17,19,560
de,2020-07-18,6,595
de,2020-07-19,9,381
de,2020-07-20,13,309
de,2020-07-21,10,590
de,2020-07-22,22,392
de,2020-07-23,17,559
de,2020-07-24,12,605
de,2020-07-25,12,742
de,2020-07-26,8,655
de,2020-07-27,31,389
de,2020-07-28,36,445
de,2020-07-29,41,595
de,2020-07-30,25,839
de,2020-07-31,25,989
de,2020-08-01,24,864
de,2020-08-02,26,606
de,2020-08-03,48,215
de,2020-08-04,47,891
de,2020-08-05,55,717
de,2020-08-06,39,1285
de,2020-08-07,27,926
de,2020-08-08,10,1157
de,2020-08-09,40,707
de,2020-08-10,39,385
de,2020-08-11,66,1220
de,2020-08-12,68,1032
de,2020-08-13,52,1319
de,2020-08-14,53,1422
de,2020-08-15,31,1510
de,2020-08-16,52,697
de,2020-08-17,71,519
de,2020-08-18,75,1693
de,2020-08-19,86,1420
de,2020-08-20,60,1586
de,2020-08-21,63,1586
de,2020-08-22,49,1737
de,2020-08-23,57,832
de,2020-08-24,79,633
de,2020-08-25,85,1628
de,2020-08-26,100,1461
de,2020-08-27,99,1427
de,2020-08-28,61,1561
de,2020-08-29,38,1555
de,2020-08-30,62,709
de,2020-08-31,85,470
de,2020-09-01,110,1497
de,2020-09-02,112,1213
de,2020-09-03,113,1396
de,2020-09-04,77,1429
de,2020-09-05,39,1443
de,2020-09-06,85,775
de,2020-09-07,87,670
de,2020-09-08,123,1898
de,2020-09-09,126,1331
de,2020-09-10,133,1476
de,2020-09-11,101,1716
de,2020-09-12,86,1586
de,2020-09-13,101,1082
de,2020-09-14,176,920
de,2020-09-15,184,1485
de,2020-09-16,0,1792
de,2020-09-17,0,0
dk,2020-06-25,0,54
dk,2020-06-26,0,21
dk,2020-06-27,0,39
dk,2020-06-28,0,0
dk,2020-06-29,0,0
dk,2020-06-30,0,76
dk,2020-07-01,0,17
dk,2020-07-02,0,26
dk,2020-07-03,0,21
dk,2020-07-04,2,17
dk,2020-07-05,0,0
dk,2020-07-06,0,1
dk,2020-07-07,0,46
dk,2020-07-08,1,10
dk,2020-07-09,5,12
dk,2020-07-10,6,16
dk,2020-07-11,2,30
dk,2020-07-12,1,0
dk,2020-07-13,1,0
dk,2020-07-14,4,91
dk,2020-07-15,8,24
dk,2020-07-16,2,31
dk,2020-07-17,3,32
dk,2020-07-18,5,49
dk,2020-07-19,2,0
dk,2020-07-20,1,3
dk,2020-07-21,5,89
dk,2020-07-22,1,40
dk,2020-07-23,1,48
dk,2020-07-24,3,40
dk,2020-07-25,1,48
dk,2020-07-26,1,1
dk,2020-07-27,0,22
dk,2020-07-28,2,110
dk,2020-07-29,11,36
dk,2020-07-30,3,57
dk,2020-07-31,3,96
dk,2020-08-01,4,64
dk,2020-08-02,3,0
dk,2020-08-03,3,0
dk,2020-08-04,10,207
dk,2020-08-05,6,79
dk,2020-08-06,3,126
dk,2020-08-07,5,146
dk,2020-08-08,10,161
dk,2020-08-09,9,4
dk,2020-08-10,8,8
dk,2020-08-11,11,376
dk,2020-08-12,9,156
dk,2020-08-13,8,132
dk,2020-08-14,13,167
dk,2020-08-15,11,168
dk,2020-08-16,13,109
dk,2020-08-17,9,136
dk,2020-08-18,13,124
dk,2020-08-19,12,119
dk,2020-08-20,6,90
dk,2020-08-21,8,117
dk,2020-08-22,7,72
dk,2020-08-23,13,112
dk,2020-08-24,8,78
dk,2020-08-25,9,106
dk,2020-08-26,10,84
dk,2020-08-27,7,57
dk,2020-08-28,10,90
dk,2020-08-29,20,73
dk,2020-08-30,10,79
dk,2020-08-31,8,112
dk,2020-09-01,18,94
dk,2020-09-02,23,99
dk,2020-09-03,17,111
dk,2020-09-04,12,180
dk,2020-09-05,17,174
dk,2020-09-06,22,189
dk,2020-09-07,32,147
dk,2020-09-08,39,230
dk,2020-09-09,0,244
dk,2020-09-10,2,252
dk,2020-09-11,58,317
dk,2020-09-12,44,293
dk,2020-09-13,54,343
dk,2020-09-14,55,338
dk,2020-09-15,0,347
dk,2020-09-16,1,339
dk,2020-09-17,0,0
ee,2020-06-25,0,1
ee,2020-06-26,0,1
ee,2020-06-27,0,2
ee,2020-06-28,0,0
ee,2020-06-29,0,1
ee,2020-06-30,0,0
ee,2020-07-01,0,2
ee,2020-07-02,0,0
ee,2020-07-03,0,1
ee,2020-07-04,0,1
ee,2020-07-05,0,2
ee,2020-07-06,0,0
ee,2020-07-07,0,1
ee,2020-07-08,0,1
ee,2020-07-09,0,8
ee,2020-07-10,0,8
ee,2020-07-11,0,2
ee,2020-07-12,0,1
ee,2020-07-13,0,0
ee,2020-07-14,0,0
ee,2020-07-15,0,1
ee,2020-07-16,0,1
ee,2020-07-17,0,0
ee,2020-07-18,0,4
ee,2020-07-19,0,1
ee,2020-07-20,0,0
ee,2020-07-21,0,0
ee,2020-07-22,0,1
ee,2020-07-23,0,3
ee,2020-07-24,0,2
ee,2020-07-25,0,1
ee,2020-07-26,0,5
ee,2020-07-27,0,1
ee,2020-07-28,0,0
ee,2020-07-29,0,4
ee,2020-07-30,0,4
ee,2020-07-31,0,9
ee,2020-08-01,0,13
ee,2020-08-02,0,8
ee,2020-08-03,0,7
ee,2020-08-04,0,1
ee,2020-08-05,0,11
ee,2020-08-06,0,22
ee,2020-08-07,0,11
ee,2020-08-08,0,9
ee,2020-08-09,0,14
ee,2020-08-10,0,5
ee,2020-08-11,0,6
ee,2020-08-12,0,9
ee,2020-08-13,0,7
ee,2020-08-14,0,0
ee,2020-08-15,0,3
ee,2020-08-16,0,7
ee,2020-08-17,0,6
ee,2020-08-18,0,2
ee,2020-08-19,0,8
ee,2020-08-20,0,7
ee,2020-08-21,0,20
ee,2020-08-22,0,17
ee,2020-08-23,0,21
ee,2020-08-24,0,7
ee,2020-08-25,0,3
ee,2020-08-26,0,19
ee,2020-08-27,0,17
ee,2020-08-28,0,14
ee,2020-08-29,0,18
ee,2020-08-30,0,20
ee,2020-08-31,0,10
ee,2020-09-01,0,2
ee,2020-09-02,0,20
ee,2020-09-03,0,20
ee,2020-09-04,0,26
ee,2020-09-05,0,15
ee,2020-09-06,0,35
ee,2020-09-07,0,25
ee,2020-09-08,0,16
ee,2020-09-09,3,32
ee,2020-09-10,1,21
ee,2020-09-11,2,15
ee,2020-09-12,5,32
ee,2020-09-13,4,23
ee,2020-09-14,0,21
ee,2020-09-15,0,22
ee,2020-09-16,0,24
ee,2020-09-17,0,0
es,2020-06-25,0,334
es,2020-06-26,0,400
es,2020-06-27,0,419
es,2020-06-28,0,564
es,2020-06-29,0,301
es,2020-06-30,0,200
es,2020-07-01,0,301
es,2020-07-02,0,388
es,2020-07-03,0,444
es,2020-07-04,0,442
es,2020-07-05,0,0
es,2020-07-06,0,0
es,2020-07-07,0,1244
es,2020-07-08,0,341
es,2020-07-09,0,383
es,2020-07-10,0,543
es,2020-07-11,29,852
es,2020-07-12,0,0
es,2020-07-13,0,0
es,2020-07-14,1,2045
es,2020-07-15,0,666
es,2020-07-16,1,875
es,2020-07-17,9,1361
es,2020-07-18,2,1400
es,2020-07-19,14,0
es,2020-07-20,7,0
es,2020-07-21,0,4581
es,2020-07-22,1,1358
es,2020-07-23,0,1357
es,2020-07-24,0,2615
es,2020-07-25,0,2255
es,2020-07-26,0,0
es,2020-07-27,1,0
es,2020-07-28,0,6361
es,2020-07-29,0,1828
es,2020-07-30,0,2031
es,2020-07-31,0,2789
es,2020-08-01,0,3092
es,2020-08-02,0,0
es,2020-08-03,0,0
es,2020-08-04,0,8532
es,2020-08-05,0,5760
es,2020-08-06,0,2953
es,2020-08-07,0,4088
es,2020-08-08,0,4507
es,2020-08-09,0,0
es,2020-08-10,0,0
es,2020-08-11,0,8618
es,2020-08-12,0,3632
es,2020-08-13,0,3172
es,2020-08-14,0,7550
es,2020-08-15,0,5479
es,2020-08-16,0,0
es,2020-08-17,0,0
es,2020-08-18,0,16269
es,2020-08-19,0,5114
es,2020-08-20,0,6671
es,2020-08-21,0,7039
es,2020-08-22,0,8148
es,2020-08-23,0,0
es,2020-08-24,0,0
es,2020-08-25,0,19382
es,2020-08-26,0,7117
es,2020-08-27,0,7296
es,2020-08-28,0,9658
es,2020-08-29,0,9779
es,2020-08-30,0,0
es,2020-08-31,0,0
es,2020-09-01,0,23572
es,2020-09-02,0,8115
es,2020-09-03,0,8581
es,2020-09-04,0,8959
es,2020-09-05,0,10476
es,2020-09-06,0,0
es,2020-09-07,0,0
es,2020-09-08,0,26560
es,2020-09-09,16,8964
es,2020-09-10,19,8866
es,2020-09-11,33,10764
es,2020-09-12,32,12183
es,2020-09-13,28,0
es,2020-09-14,23,0
es,2020-09-15,0,27404
es,2020-09-16,1,9437
es,2020-09-17,0,0
fi,2020-06-25,0,12
fi,2020-06-26,0,5
fi,2020-06-27,0,19
fi,2020-06-28,0,7
fi,2020-06-29,0,0
fi,2020-06-30,0,11
fi,2020-07-01,0,5
fi,2020-07-02,0,22
fi,2020-07-03,0,5
fi,2020-07-04,0,1
fi,2020-07-05,0,6
fi,2020-07-06,0,5
fi,2020-07-07,0,4
fi,2020-07-08,0,5
fi,2020-07-09,0,3
fi,2020-07-10,0,8
fi,2020-07-11,0,6
fi,2020-07-12,0,12
fi,2020-07-13,0,3
fi,2020-07-14,0,1
fi,2020-07-15,0,6
fi,2020-07-16,0,-5
fi,2020-07-17,0,-3
fi,2020-07-18,0,8
fi,2020-07-19,0,17
fi,2020-07-20,0,17
fi,2020-07-21,0,5
fi,2020-07-22,0,11
fi,2020-07-23,0,11
fi,2020-07-24,0,10
fi,2020-07-25,0,8
fi,2020-07-26,0,8
fi,2020-07-27,0,5
fi,2020-07-28,0,5
fi,2020-07-29,0,6
fi,2020-07-30,0,10
fi,2020-07-31,0,9
fi,2020-08-01,0,9
fi,2020-08-02,0,11
fi,2020-08-03,0,10
fi,2020-08-04,0,13
fi,2020-08-05,0,17
fi,2020-08-06,0,29
fi,2020-08-07,0,20
fi,2020-08-08,0,22
fi,2020-08-09,0,14
fi,2020-08-10,0,16
fi,2020-08-11,0,17
fi,2020-08-12,0,22
fi,2020-08-13,0,19
fi,2020-08-14,0,41
fi,2020-08-15,0,17
fi,2020-08-16,0,20
fi,2020-08-17,0,11
fi,2020-08-18,0,21
fi,2020-08-19,0,24
fi,2020-08-20,0,29
fi,2020-08-21,0,37
fi,2020-08-22,0,29
fi,2020-08-23,0,35
fi,2020-08-24,0,14
fi,2020-08-25,0,18
fi,2020-08-26,0,43
fi,2020-08-27,0,21
fi,2020-08-28,0,17
fi,2020-08-29,0,23
fi,2020-08-30,0,7
fi,2020-08-31,0,28
fi,2020-09-01,0,9
fi,2020-09-02,0,56
fi,2020-09-03,0,19
fi,2020-09-04,0,39
fi,2020-09-05,0,25
fi,2020-09-06,0,36
fi,2020-09-07,0,30
fi,2020-09-08,0,36
fi,2020-09-09,0,10
fi,2020-09-10,0,93
fi,2020-09-11,13,39
fi,2020-09-12,10,43
fi,2020-09-13,21,45
fi,2020-09-14,17,23
fi,2020-09-15,0,47
fi,2020-09-16,0,98
fi,2020-09-17,0,0
ie,2020-06-25,0,5
ie,2020-06-26,0,9
ie,2020-06-27,0,9
ie,2020-06-28,0,23
ie,2020-06-29,0,2
ie,2020-06-30,0,23
ie,2020-07-01,0,11
ie,2020-07-02,0,4
ie,2020-07-03,0,12
ie,2020-07-04,0,9
ie,2020-07-05,0,11
ie,2020-07-06,0,18
ie,2020-07-07,0,4
ie,2020-07-08,0,7
ie,2020-07-09,1,4
ie,2020-07-10,7,23
ie,2020-07-11,1,24
ie,2020-07-12,3,22
ie,2020-07-13,0,17
ie,2020-07-14,6,10
ie,2020-07-15,2,32
ie,2020-07-16,4,13
ie,2020-07-17,6,15
ie,2020-07-18,1,32
ie,2020-07-19,2,20
ie,2020-07-20,1,10
ie,2020-07-21,3,6
ie,2020-07-22,3,36
ie,2020-07-23,5,17
ie,2020-07-24,1,7
ie,2020-07-25,0,19
ie,2020-07-26,3,24
ie,2020-07-27,0,12
ie,2020-07-28,3,11
ie,2020-07-29,7,37
ie,2020-07-30,1,13
ie,2020-07-31,2,85
ie,2020-08-01,6,38
ie,2020-08-02,2,44
ie,2020-08-03,4,53
ie,2020-08-04,2,46
ie,2020-08-05,8,45
ie,2020-08-06,6,50
ie,2020-08-07,4,69
ie,2020-08-08,9,98
ie,2020-08-09,1,174
ie,2020-08-10,7,68
ie,2020-08-11,0,56
ie,2020-08-12,16,33
ie,2020-08-13,3,37
ie,2020-08-14,1,91
ie,2020-08-15,3,66
ie,2020-08-16,5,196
ie,2020-08-17,3,66
ie,2020-08-18,6,56
ie,2020-08-19,2,186
ie,2020-08-20,19,48
ie,2020-08-21,16,129
ie,2020-08-22,12,79
ie,2020-08-23,11,153
ie,2020-08-24,1,61
ie,2020-08-25,25,147
ie,2020-08-26,25,85
ie,2020-08-27,16,162
ie,2020-08-28,15,90
ie,2020-08-29,20,125
ie,2020-08-30,15,142
ie,2020-08-31,0,40
ie,2020-09-01,17,51
ie,2020-09-02,0,214
ie,2020-09-03,1,89
ie,2020-09-04,3,92
ie,2020-09-05,6,97
ie,2020-09-06,42,231
ie,2020-09-07,3,138
ie,2020-09-08,15,102
ie,2020-09-09,16,306
ie,2020-09-10,30,84
ie,2020-09-11,25,196
ie,2020-09-12,25,211
ie,2020-09-13,32,159
ie,2020-09-14,31,255
ie,2020-09-15,0,207
ie,2020-09-16,1,357
ie,2020-09-17,0,0
it,2020-06-25,0,577
it,2020-06-26,0,296
it,2020-06-27,0,255
it,2020-06-28,0,175
it,2020-06-29,0,174
it,2020-06-30,0,126
it,2020-07-01,2,142
it,2020-07-02,1,182
it,2020-07-03,1,201
it,2020-07-04,0,223
it,2020-07-05,1,235
it,2020-07-06,0,192
it,2020-07-07,2,208
it,2020-07-08,0,137
it,2020-07-09,0,193
it,2020-07-10,0,214
it,2020-07-11,0,276
it,2020-07-12,1,188
it,2020-07-13,0,234
it,2020-07-14,1,169
it,2020-07-15,2,114
it,2020-07-16,1,162
it,2020-07-17,2,230
it,2020-07-18,1,231
it,2020-07-19,1,249
it,2020-07-20,1,218
it,2020-07-21,3,190
it,2020-07-22,2,128
it,2020-07-23,5,280
it,2020-07-24,1,306
it,2020-07-25,0,252
it,2020-07-26,2,274
it,2020-07-27,0,254
it,2020-07-28,1,168
it,2020-07-29,1,202
it,2020-07-30,1,288
it,2020-07-31,1,382
it,2020-08-01,1,379
it,2020-08-02,1,295
it,2020-08-03,1,238
it,2020-08-04,1,159
it,2020-08-05,4,190
it,2020-08-06,1,384
it,2020-08-07,1,401
it,2020-08-08,0,552
it,2020-08-09,4,347
it,2020-08-10,0,463
it,2020-08-11,2,259
it,2020-08-12,1,412
it,2020-08-13,1,476
it,2020-08-14,0,522
it,2020-08-15,1,574
it,2020-08-16,1,629
it,2020-08-17,4,477
it,2020-08-18,2,320
it,2020-08-19,3,401
it,2020-08-20,2,642
it,2020-08-21,4,840
it,2020-08-22,2,947
it,2020-08-23,0,1071
it,2020-08-24,7,1209
it,2020-08-25,1,953
it,2020-08-26,16,876
it,2020-08-27,6,1366
it,2020-08-28,0,1409
it,2020-08-29,2,1460
it,2020-08-30,7,1444
